percentile,control_ms,speculation_ms
12.104909213180902,1590.0,1665.0
12.172158708809684,1590.0,1671.0
12.239408204438467,1590.0,1671.0
12.30665770006725,1595.0,1672.0
12.373907195696033,1596.0,1673.0
12.441156691324815,1597.0,1675.0
12.508406186953598,1597.0,1677.0
12.575655682582381,1597.0,1677.0
12.642905178211164,1598.0,1680.0
12.710154673839947,1602.0,1680.0
12.77740416946873,1606.0,1681.0
12.844653665097512,1607.0,1690.0
12.911903160726295,1611.0,1691.0
12.979152656355078,1611.0,1691.0
13.04640215198386,1612.0,1693.0
13.113651647612643,1612.0,1694.0
13.180901143241426,1613.0,1694.0
13.248150638870209,1614.0,1695.0
13.315400134498992,1614.0,1699.0
13.382649630127775,1616.0,1699.0
13.449899125756557,1616.0,1700.0
13.51714862138534,1617.0,1701.0
13.584398117014123,1619.0,1701.0
13.651647612642906,1620.0,1701.0
13.718897108271689,1623.0,1703.0
13.786146603900471,1624.0,1704.0
13.853396099529254,1628.0,1705.0
13.920645595158037,1632.0,1705.0
13.98789509078682,1633.0,1707.0
14.055144586415603,1636.0,1710.0
14.122394082044385,1636.0,1711.0
14.189643577673168,1638.0,1712.0
14.256893073301951,1639.0,1712.0
14.324142568930734,1639.0,1714.0
14.391392064559517,1640.0,1716.0
14.4586415601883,1642.0,1717.0
14.525891055817082,1643.0,1718.0
14.593140551445865,1644.0,1722.0
14.660390047074648,1644.0,1723.0
14.72763954270343,1645.0,1724.0
14.794889038332213,1649.0,1725.0
14.862138533960996,1650.0,1728.0
14.929388029589779,1650.0,1728.0
14.996637525218562,1650.0,1729.0
15.063887020847343,1650.0,1729.0
15.131136516476126,1651.0,1729.0
15.198386012104908,1651.0,1729.0
15.265635507733691,1653.0,1732.0
15.332885003362474,1653.0,1732.0
15.400134498991257,1653.0,1732.0
15.46738399462004,1656.0,1732.0
15.534633490248822,1657.0,1733.0
15.601882985877605,1659.0,1734.0
15.669132481506388,1660.0,1735.0
15.73638197713517,1661.0,1735.0
15.803631472763954,1663.0,1737.0
15.870880968392736,1664.0,1738.0
15.93813046402152,1672.0,1739.0
16.005379959650302,1676.0,1739.0
16.072629455279085,1677.0,1741.0
16.139878950907868,1684.0,1742.0
16.20712844653665,1686.0,1742.0
16.274377942165433,1686.0,1743.0
16.341627437794216,1686.0,1744.0
16.408876933423,1687.0,1744.0
16.47612642905178,1688.0,1744.0
16.543375924680564,1688.0,1744.0
16.610625420309347,1688.0,1750.0
16.67787491593813,1689.0,1750.0
16.745124411566913,1690.0,1752.0
16.812373907195695,1691.0,1752.0
16.87962340282448,1692.0,1752.0
16.94687289845326,1694.0,1755.0
17.014122394082044,1694.0,1756.0
17.081371889710827,1694.0,1761.0
17.14862138533961,1696.0,1761.0
17.215870880968392,1696.0,1763.0
17.283120376597175,1698.0,1763.0
17.350369872225958,1699.0,1764.0
17.41761936785474,1699.0,1767.0
17.484868863483523,1700.0,1767.0
17.552118359112306,1701.0,1768.0
17.61936785474109,1701.0,1768.0
17.686617350369872,1702.0,1770.0
17.753866845998655,1707.0,1771.0
17.821116341627437,1710.0,1773.0
17.88836583725622,1712.0,1773.0
17.955615332885003,1714.0,1773.0
18.022864828513786,1716.0,1774.0
18.09011432414257,1718.0,1774.0
18.15736381977135,1718.0,1774.0
18.224613315400134,1719.0,1775.0
18.291862811028917,1719.0,1776.0
18.3591123066577,1721.0,1776.0
18.426361802286483,1722.0,1777.0
18.493611297915265,1723.0,1777.0
18.560860793544048,1725.0,1777.0
18.62811028917283,1725.0,1778.0
18.695359784801614,1725.0,1779.0
18.762609280430397,1725.0,1780.0
18.82985877605918,1726.0,1780.0
18.897108271687962,1726.0,1781.0
18.964357767316745,1726.0,1782.0
19.031607262945528,1729.0,1782.0
19.09885675857431,1730.0,1782.0
19.166106254203093,1730.0,1783.0
19.233355749831876,1732.0,1784.0
19.30060524546066,1733.0,1785.0
19.36785474108944,1734.0,1789.0
19.435104236718225,1739.0,1792.0
19.502353732347007,1740.0,1792.0
19.56960322797579,1742.0,1792.0
19.636852723604573,1743.0,1794.0
19.704102219233356,1745.0,1795.0
19.77135171486214,1745.0,1796.0
19.83860121049092,1745.0,1796.0
19.905850706119704,1746.0,1797.0
19.973100201748487,1746.0,1800.0
20.04034969737727,1747.0,1800.0
20.107599193006052,1747.0,1800.0
20.174848688634835,1748.0,1802.0
20.242098184263618,1749.0,1802.0
20.3093476798924,1750.0,1802.0
20.376597175521184,1750.0,1804.0
20.443846671149966,1751.0,1805.0
20.51109616677875,1752.0,1805.0
20.578345662407532,1752.0,1805.0
20.645595158036315,1754.0,1806.0
20.712844653665098,1755.0,1806.0
20.78009414929388,1756.0,1806.0
20.847343644922663,1756.0,1807.0
20.914593140551446,1757.0,1808.0
20.98184263618023,1757.0,1808.0
21.04909213180901,1759.0,1809.0
21.116341627437794,1761.0,1809.0
21.183591123066577,1767.0,1809.0
21.25084061869536,1768.0,1809.0
21.318090114324143,1769.0,1811.0
21.385339609952926,1769.0,1814.0
21.45258910558171,1769.0,1816.0
21.51983860121049,1770.0,1816.0
21.587088096839274,1770.0,1816.0
21.654337592468057,1773.0,1819.0
21.72158708809684,1774.0,1819.0
21.788836583725622,1776.0,1821.0
21.856086079354405,1776.0,1823.0
21.923335574983188,1778.0,1826.0
21.99058507061197,1778.0,1827.0
22.057834566240754,1778.0,1827.0
22.125084061869536,1779.0,1828.0
22.19233355749832,1780.0,1829.0
22.259583053127102,1782.0,1829.0
22.326832548755885,1786.0,1830.0
22.394082044384668,1788.0,1830.0
22.46133154001345,1789.0,1830.0
22.528581035642233,1790.0,1831.0
22.595830531271016,1790.0,1832.0
22.6630800268998,1790.0,1832.0
22.73032952252858,1791.0,1832.0
22.797579018157364,1792.0,1833.0
22.864828513786147,1793.0,1834.0
22.93207800941493,1794.0,1835.0
22.999327505043713,1795.0,1835.0
23.066577000672496,1795.0,1836.0
23.13382649630128,1795.0,1837.0
23.20107599193006,1797.0,1838.0
23.268325487558844,1800.0,1838.0
23.335574983187627,1801.0,1839.0
23.40282447881641,1802.0,1840.0
23.470073974445192,1802.0,1841.0
23.537323470073975,1803.0,1841.0
23.604572965702758,1803.0,1842.0
23.67182246133154,1803.0,1842.0
23.739071956960323,1804.0,1843.0
23.806321452589106,1805.0,1843.0
23.87357094821789,1805.0,1843.0
23.940820443846672,1807.0,1847.0
24.008069939475455,1807.0,1847.0
24.075319435104237,1810.0,1849.0
24.14256893073302,1811.0,1850.0
24.209818426361803,1812.0,1851.0
24.277067921990586,1812.0,1852.0
24.34431741761937,1813.0,1852.0
24.41156691324815,1813.0,1855.0
24.478816408876934,1815.0,1856.0
24.546065904505717,1816.0,1857.0
24.6133154001345,1816.0,1858.0
24.680564895763283,1817.0,1859.0
24.747814391392065,1817.0,1860.0
24.815063887020848,1818.0,1860.0
24.88231338264963,1818.0,1860.0
24.949562878278414,1822.0,1861.0
25.016812373907197,1822.0,1861.0
25.08406186953598,1823.0,1861.0
25.151311365164762,1823.0,1861.0
25.218560860793545,1824.0,1863.0
25.285810356422328,1825.0,1864.0
25.35305985205111,1826.0,1867.0
25.420309347679893,1826.0,1868.0
25.487558843308676,1826.0,1868.0
25.55480833893746,1828.0,1869.0
25.62205783456624,1829.0,1869.0
25.689307330195025,1829.0,1870.0
25.756556825823807,1829.0,1870.0
25.82380632145259,1830.0,1870.0
25.891055817081373,1830.0,1870.0
25.958305312710156,1832.0,1870.0
26.02555480833894,1833.0,1871.0
26.09280430396772,1835.0,1872.0
26.160053799596504,1835.0,1872.0
26.227303295225287,1837.0,1874.0
26.29455279085407,1838.0,1876.0
26.361802286482853,1838.0,1876.0
26.429051782111635,1840.0,1876.0
26.496301277740418,1840.0,1876.0
26.5635507733692,1841.0,1876.0
26.630800268997984,1842.0,1877.0
26.698049764626766,1844.0,1877.0
26.76529926025555,1848.0,1877.0
26.832548755884332,1848.0,1878.0
26.899798251513115,1849.0,1879.0
26.967047747141898,1849.0,1879.0
27.03429724277068,1850.0,1880.0
27.101546738399463,1850.0,1881.0
27.168796234028246,1850.0,1881.0
27.23604572965703,1850.0,1881.0
27.30329522528581,1852.0,1882.0
27.370544720914594,1853.0,1882.0
27.437794216543377,1854.0,1882.0
27.50504371217216,1854.0,1882.0
27.572293207800943,1854.0,1882.0
27.639542703429726,1856.0,1883.0
27.70679219905851,1856.0,1883.0
27.77404169468729,1857.0,1883.0
27.841291190316074,1857.0,1884.0
27.908540685944857,1861.0,1884.0
27.97579018157364,1861.0,1884.0
28.043039677202422,1861.0,1884.0
28.110289172831205,1861.0,1885.0
28.177538668459988,1861.0,1886.0
28.24478816408877,1861.0,1886.0
28.312037659717554,1862.0,1886.0
28.379287155346336,1862.0,1886.0
28.44653665097512,1862.0,1887.0
28.513786146603902,1863.0,1887.0
28.581035642232685,1866.0,1887.0
28.648285137861468,1867.0,1887.0
28.71553463349025,1867.0,1888.0
28.782784129119033,1867.0,1888.0
28.850033624747816,1867.0,1889.0
28.9172831203766,1868.0,1890.0
28.98453261600538,1868.0,1890.0
29.051782111634164,1868.0,1890.0
29.119031607262947,1869.0,1890.0
29.18628110289173,1869.0,1891.0
29.253530598520513,1870.0,1892.0
29.320780094149296,1870.0,1893.0
29.38802958977808,1872.0,1895.0
29.45527908540686,1873.0,1896.0
29.522528581035644,1873.0,1896.0
29.589778076664427,1874.0,1897.0
29.65702757229321,1875.0,1897.0
29.724277067921992,1875.0,1898.0
29.791526563550775,1877.0,1899.0
29.858776059179558,1878.0,1900.0
29.92602555480834,1878.0,1901.0
29.993275050437123,1878.0,1901.0
30.060524546065903,1878.0,1901.0
30.127774041694686,1878.0,1901.0
30.19502353732347,1878.0,1901.0
30.26227303295225,1879.0,1902.0
30.329522528581034,1879.0,1902.0
30.396772024209817,1879.0,1902.0
30.4640215198386,1879.0,1903.0
30.531271015467382,1880.0,1903.0
30.598520511096165,1880.0,1903.0
30.665770006724948,1880.0,1903.0
30.73301950235373,1882.0,1904.0
30.800268997982513,1883.0,1905.0
30.867518493611296,1883.0,1906.0
30.93476798924008,1883.0,1906.0
31.002017484868862,1884.0,1906.0
31.069266980497645,1884.0,1908.0
31.136516476126427,1885.0,1909.0
31.20376597175521,1885.0,1910.0
31.271015467383993,1885.0,1910.0
31.338264963012776,1886.0,1911.0
31.40551445864156,1886.0,1911.0
31.47276395427034,1886.0,1912.0
31.540013449899124,1887.0,1912.0
31.607262945527907,1890.0,1912.0
31.67451244115669,1890.0,1913.0
31.741761936785473,1891.0,1913.0
31.809011432414255,1891.0,1913.0
31.87626092804304,1891.0,1913.0
31.94351042367182,1891.0,1913.0
32.010759919300604,1891.0,1914.0
32.07800941492939,1892.0,1914.0
32.14525891055817,1893.0,1914.0
32.212508406186956,1893.0,1914.0
32.279757901815735,1893.0,1914.0
32.34700739744452,1893.0,1915.0
32.4142568930733,1893.0,1915.0
32.48150638870209,1894.0,1915.0
32.548755884330866,1894.0,1915.0
32.61600537995965,1894.0,1915.0
32.68325487558843,1895.0,1915.0
32.75050437121722,1895.0,1915.0
32.817753866846,1895.0,1916.0
32.885003362474784,1896.0,1916.0
32.95225285810356,1896.0,1917.0
33.01950235373235,1897.0,1917.0
33.08675184936113,1897.0,1917.0
33.154001344989915,1897.0,1918.0
33.221250840618694,1897.0,1918.0
33.28850033624748,1897.0,1919.0
33.35574983187626,1897.0,1919.0
33.422999327505046,1898.0,1920.0
33.490248823133825,1898.0,1920.0
33.55749831876261,1898.0,1921.0
33.62474781439139,1898.0,1922.0
33.69199731002018,1898.0,1922.0
33.75924680564896,1899.0,1923.0
33.82649630127774,1899.0,1923.0
33.89374579690652,1899.0,1923.0
33.96099529253531,1900.0,1923.0
34.02824478816409,1900.0,1924.0
34.095494283792874,1900.0,1924.0
34.16274377942165,1901.0,1925.0
34.22999327505044,1901.0,1925.0
34.29724277067922,1902.0,1925.0
34.364492266308005,1902.0,1925.0
34.431741761936784,1902.0,1926.0
34.49899125756557,1903.0,1928.0
34.56624075319435,1904.0,1928.0
34.633490248823136,1904.0,1929.0
34.700739744451916,1904.0,1929.0
34.7679892400807,1904.0,1929.0
34.83523873570948,1904.0,1929.0
34.90248823133827,1905.0,1929.0
34.96973772696705,1906.0,1929.0
35.03698722259583,1906.0,1930.0
35.10423671822461,1906.0,1930.0
35.1714862138534,1907.0,1930.0
35.23873570948218,1907.0,1930.0
35.305985205110964,1907.0,1930.0
35.373234700739744,1907.0,1930.0
35.44048419636853,1907.0,1930.0
35.50773369199731,1909.0,1931.0
35.574983187626096,1909.0,1931.0
35.642232683254875,1909.0,1931.0
35.70948217888366,1910.0,1932.0
35.77673167451244,1910.0,1932.0
35.84398117014123,1910.0,1932.0
35.911230665770006,1910.0,1932.0
35.97848016139879,1911.0,1933.0
36.04572965702757,1911.0,1933.0
36.11297915265636,1911.0,1933.0
36.18022864828514,1911.0,1934.0
36.24747814391392,1912.0,1934.0
36.3147276395427,1912.0,1934.0
36.38197713517149,1913.0,1934.0
36.44922663080027,1913.0,1934.0
36.516476126429055,1913.0,1935.0
36.583725622057834,1913.0,1935.0
36.65097511768662,1913.0,1935.0
36.7182246133154,1914.0,1935.0
36.785474108944186,1914.0,1936.0
36.852723604572965,1915.0,1936.0
36.91997310020175,1915.0,1936.0
36.98722259583053,1915.0,1936.0
37.05447209145932,1915.0,1937.0
37.121721587088096,1915.0,1937.0
37.18897108271688,1916.0,1938.0
37.25622057834566,1916.0,1938.0
37.32347007397445,1917.0,1938.0
37.39071956960323,1918.0,1938.0
37.457969065232014,1918.0,1938.0
37.52521856086079,1919.0,1939.0
37.59246805648958,1919.0,1939.0
37.65971755211836,1920.0,1939.0
37.726967047747145,1921.0,1939.0
37.794216543375924,1921.0,1940.0
37.86146603900471,1921.0,1940.0
37.92871553463349,1922.0,1940.0
37.995965030262276,1922.0,1940.0
38.063214525891055,1922.0,1940.0
38.13046402151984,1922.0,1940.0
38.19771351714862,1923.0,1941.0
38.26496301277741,1924.0,1941.0
38.33221250840619,1924.0,1941.0
38.39946200403497,1924.0,1941.0
38.46671149966375,1924.0,1942.0
38.53396099529254,1924.0,1942.0
38.60121049092132,1925.0,1942.0
38.668459986550104,1925.0,1942.0
38.73570948217888,1925.0,1942.0
38.80295897780767,1925.0,1943.0
38.87020847343645,1925.0,1943.0
38.937457969065235,1925.0,1943.0
39.004707464694015,1926.0,1943.0
39.0719569603228,1926.0,1943.0
39.13920645595158,1927.0,1944.0
39.20645595158037,1927.0,1945.0
39.273705447209146,1927.0,1945.0
39.34095494283793,1929.0,1945.0
39.40820443846671,1929.0,1946.0
39.4754539340955,1929.0,1946.0
39.54270342972428,1930.0,1946.0
39.60995292535306,1930.0,1946.0
39.67720242098184,1930.0,1946.0
39.74445191661063,1931.0,1946.0
39.81170141223941,1931.0,1947.0
39.878950907868195,1931.0,1947.0
39.946200403496974,1931.0,1947.0
40.01344989912575,1932.0,1947.0
40.08069939475454,1932.0,1947.0
40.14794889038332,1932.0,1948.0
40.215198386012105,1933.0,1948.0
40.282447881640884,1933.0,1948.0
40.34969737726967,1934.0,1948.0
40.41694687289845,1934.0,1948.0
40.484196368527236,1934.0,1948.0
40.551445864156015,1934.0,1948.0
40.6186953597848,1934.0,1949.0
40.68594485541358,1934.0,1949.0
40.75319435104237,1935.0,1949.0
40.82044384667115,1935.0,1949.0
40.88769334229993,1935.0,1950.0
40.95494283792871,1935.0,1950.0
41.0221923335575,1936.0,1951.0
41.08944182918628,1936.0,1951.0
41.156691324815064,1936.0,1951.0
41.22394082044384,1937.0,1951.0
41.29119031607263,1937.0,1952.0
41.35843981170141,1937.0,1952.0
41.425689307330195,1937.0,1952.0
41.492938802958975,1937.0,1953.0
41.56018829858776,1937.0,1953.0
41.62743779421654,1938.0,1953.0
41.69468728984533,1938.0,1953.0
41.761936785474106,1938.0,1953.0
41.82918628110289,1939.0,1954.0
41.89643577673167,1940.0,1954.0
41.96368527236046,1940.0,1954.0
42.03093476798924,1940.0,1954.0
42.09818426361802,1941.0,1954.0
42.1654337592468,1941.0,1955.0
42.23268325487559,1941.0,1955.0
42.29993275050437,1942.0,1955.0
42.367182246133154,1942.0,1956.0
42.434431741761934,1942.0,1956.0
42.50168123739072,1943.0,1956.0
42.5689307330195,1943.0,1956.0
42.636180228648286,1943.0,1957.0
42.703429724277065,1943.0,1957.0
42.77067921990585,1943.0,1957.0
42.83792871553463,1944.0,1957.0
42.90517821116342,1944.0,1957.0
42.972427706792196,1945.0,1958.0
43.03967720242098,1945.0,1958.0
43.10692669804976,1945.0,1958.0
43.17417619367855,1945.0,1958.0
43.24142568930733,1945.0,1958.0
43.308675184936114,1945.0,1959.0
43.37592468056489,1946.0,1959.0
43.44317417619368,1947.0,1959.0
43.51042367182246,1947.0,1959.0
43.577673167451245,1947.0,1959.0
43.644922663080024,1948.0,1959.0
43.71217215870881,1948.0,1959.0
43.77942165433759,1948.0,1959.0
43.846671149966376,1949.0,1959.0
43.913920645595155,1949.0,1960.0
43.98117014122394,1949.0,1960.0
44.04841963685272,1949.0,1960.0
44.11566913248151,1949.0,1960.0
44.182918628110286,1949.0,1961.0
44.25016812373907,1949.0,1961.0
44.31741761936785,1950.0,1961.0
44.38466711499664,1950.0,1961.0
44.45191661062542,1950.0,1961.0
44.519166106254204,1950.0,1961.0
44.58641560188298,1950.0,1961.0
44.65366509751177,1950.0,1961.0
44.72091459314055,1950.0,1962.0
44.788164088769335,1951.0,1962.0
44.855413584398114,1951.0,1963.0
44.9226630800269,1951.0,1964.0
44.98991257565568,1951.0,1964.0
45.057162071284466,1951.0,1964.0
45.124411566913246,1951.0,1964.0
45.19166106254203,1951.0,1965.0
45.25891055817081,1952.0,1965.0
45.3261600537996,1952.0,1965.0
45.39340954942838,1953.0,1965.0
45.46065904505716,1953.0,1965.0
45.52790854068594,1953.0,1966.0
45.59515803631473,1954.0,1966.0
45.66240753194351,1954.0,1966.0
45.729657027572294,1954.0,1966.0
45.79690652320107,1955.0,1966.0
45.86415601882986,1955.0,1966.0
45.93140551445864,1955.0,1966.0
45.998655010087425,1955.0,1966.0
46.065904505716205,1956.0,1967.0
46.13315400134499,1956.0,1967.0
46.20040349697377,1956.0,1967.0
46.26765299260256,1956.0,1967.0
46.334902488231336,1956.0,1967.0
46.40215198386012,1956.0,1967.0
46.4694014794889,1956.0,1967.0
46.53665097511769,1956.0,1967.0
46.60390047074647,1957.0,1968.0
46.67114996637525,1957.0,1968.0
46.73839946200403,1957.0,1968.0
46.80564895763282,1957.0,1968.0
46.8728984532616,1957.0,1968.0
46.940147948890385,1958.0,1968.0
47.007397444519164,1958.0,1968.0
47.07464694014795,1959.0,1968.0
47.14189643577673,1959.0,1968.0
47.209145931405516,1959.0,1968.0
47.276395427034295,1960.0,1969.0
47.34364492266308,1960.0,1969.0
47.41089441829186,1960.0,1969.0
47.47814391392065,1960.0,1969.0
47.545393409549426,1960.0,1969.0
47.61264290517821,1960.0,1969.0
47.67989240080699,1960.0,1969.0
47.74714189643578,1961.0,1969.0
47.81439139206456,1961.0,1969.0
47.881640887693344,1961.0,1969.0
47.94889038332212,1961.0,1969.0
48.01613987895091,1961.0,1969.0
48.08338937457969,1962.0,1970.0
48.150638870208475,1962.0,1970.0
48.217888365837254,1963.0,1970.0
48.28513786146604,1963.0,1970.0
48.35238735709482,1963.0,1971.0
48.419636852723606,1963.0,1971.0
48.486886348352385,1963.0,1971.0
48.55413584398117,1964.0,1971.0
48.62138533960995,1964.0,1971.0
48.68863483523874,1965.0,1972.0
48.75588433086752,1965.0,1972.0
48.8231338264963,1965.0,1972.0
48.89038332212508,1965.0,1972.0
48.95763281775387,1965.0,1972.0
49.02488231338265,1965.0,1973.0
49.092131809011434,1965.0,1973.0
49.15938130464021,1965.0,1973.0
49.226630800269,1965.0,1973.0
49.29388029589778,1966.0,1973.0
49.361129791526565,1966.0,1974.0
49.428379287155344,1966.0,1974.0
49.49562878278413,1966.0,1974.0
49.56287827841291,1966.0,1974.0
49.630127774041696,1966.0,1974.0
49.697377269670476,1966.0,1975.0
49.76462676529926,1966.0,1975.0
49.83187626092804,1966.0,1975.0
49.89912575655683,1966.0,1975.0
49.96637525218561,1967.0,1976.0
50.03362474781439,1967.0,1976.0
50.10087424344317,1967.0,1976.0
50.16812373907196,1967.0,1976.0
50.23537323470074,1967.0,1976.0
50.302622730329524,1967.0,1976.0
50.369872225958304,1967.0,1976.0
50.43712172158709,1967.0,1976.0
50.50437121721587,1967.0,1976.0
50.571620712844656,1967.0,1976.0
50.638870208473435,1967.0,1977.0
50.70611970410222,1968.0,1977.0
50.773369199731,1968.0,1977.0
50.84061869535979,1969.0,1977.0
50.907868190988566,1969.0,1977.0
50.97511768661735,1969.0,1977.0
51.04236718224613,1969.0,1977.0
51.10961667787492,1970.0,1977.0
51.1768661735037,1970.0,1977.0
51.24411566913248,1971.0,1977.0
51.31136516476126,1971.0,1977.0
51.37861466039005,1971.0,1977.0
51.44586415601883,1971.0,1977.0
51.513113651647615,1971.0,1978.0
51.580363147276394,1971.0,1978.0
51.64761264290518,1971.0,1978.0
51.71486213853396,1971.0,1978.0
51.782111634162746,1971.0,1978.0
51.849361129791525,1971.0,1978.0
51.91661062542031,1971.0,1979.0
51.98386012104909,1971.0,1979.0
52.05110961667788,1971.0,1979.0
52.118359112306656,1971.0,1979.0
52.18560860793544,1972.0,1979.0
52.25285810356422,1972.0,1979.0
52.32010759919301,1972.0,1979.0
