worker_id,task_index,predicted_ms,actual_ms,ratio,correction
4,50,1979.67,2002.0,1.0112796577207313,1.0106
6,51,1931.404,1977.0,1.0236076967843082,1.0319
10,51,1918.193,1988.0,1.0363920627382124,1.0408
12,51,1908.66,1955.0,1.0242788134083598,1.0408
8,51,1877.369,1925.0,1.0253711444047495,1.0533
9,51,1867.727,1925.0,1.0306645457285781,1.0588
11,51,1880.803,1906.0,1.013396937371963,1.0484
2,20,200.205,4150.0,20.728753028146148,9.9928
5,51,1892.318,2019.0,1.0669454076957468,1.0599
7,20,200.205,4165.0,20.80367623186234,9.9928
1,51,1969.484,1991.0,1.0109246889032864,1.0141
4,51,1979.076,2007.0,1.0141096147899322,1.0116
6,52,1938.091,1995.0,1.0293634303033243,1.0312
10,52,1921.652,1977.0,1.0288023013532106,1.0372
12,52,1921.631,2010.0,1.0459864562967605,1.0423
8,52,1898.729,1980.0,1.042802843375753,1.0502
9,52,1888.978,1942.0,1.0280691463849765,1.0496
11,52,1907.702,1956.0,1.0253173713714197,1.0415
5,52,1886.94,1944.0,1.0302394352761615,1.051
1,52,1972.146,1993.0,1.0105742678280412,1.0131
3,21,200.144,4058.0,20.275401710768246,9.995
4,52,1977.0,2003.0,1.013151239251391,1.0121
6,53,1939.545,1976.0,1.0187956453704348,1.0275
10,53,1928.305,1978.0,1.0257713380404034,1.0338
12,53,1918.753,1980.0,1.031920210678498,1.0392
8,53,1904.443,1982.0,1.0407242432564272,1.0473
9,53,1905.556,2024.0,1.0621571866688777,1.0533
11,53,1920.376,1945.0,1.0128224889292514,1.0329
5,53,1902.925,1961.0,1.03051880657409,1.0449
2,21,200.144,4105.0,20.510232632504596,9.995
7,21,200.144,4059.0,20.28039811335838,9.995
1,53,1974.219,1995.0,1.0105261878241472,1.0123
4,53,1976.11,2002.0,1.013101497386279,1.0124
6,54,1946.553,1998.0,1.0264297966713467,1.0271
10,54,1934.689,1975.0,1.0208359069597233,1.0299
12,54,1924.526,2204.0,1.1452170560439296,1.071
8,54,1909.599,2157.0,1.1295565194577502,1.072
9,54,1898.72,2115.0,1.1139083171821016,1.0715
11,54,1936.351,2115.0,1.0922606490248927,1.0507
5,54,1914.122,2233.0,1.1665923070734259,1.0814
1,54,1975.701,2002.0,1.013311224724794,1.0126
3,22,200.101,4044.0,20.209794054002728,9.9965
4,54,1975.518,2019.0,1.0220104296695853,1.0153
6,55,1947.137,2046.0,1.0507735203018587,1.0342
10,55,1941.971,2204.0,1.1349294093475135,1.0614
11,55,1903.515,1941.0,1.0196925162134263,1.0414
12,55,1867.384,1998.0,1.0699459779027773,1.0707
8,55,1865.662,2098.0,1.1245338115907382,1.0878
9,55,1866.523,2203.0,1.180269410020664,1.1041
5,55,1849.483,1928.0,1.0424534856497736,1.0697
2,22,200.101,4120.0,20.589602250863315,9.9965
7,22,200.101,4063.0,20.304746103217877,9.9965
1,55,1975.108,1998.0,1.0115902522798754,1.0123
4,55,1969.903,1987.0,1.0086791075499657,1.0133
12,56,1344.261,1377.0,1.0243546454148413,1.0568
5,56,764.185,790.0,1.0337810870404418,1.0589
6,56,1933.793,1971.0,1.01924042542299,1.0297
2,23,74.791,1555.0,20.791271677073446,9.9975
10,56,1884.311,1919.0,1.018409381466223,1.0485
